"@timestamp","@version","@version.keyword","_id","_index","_score","event.original","event.original.keyword","host.ip","host.ip.keyword",message,"message.keyword",tags,"tags.keyword",type,"type.keyword"
"Oct 25, 2022 @ 04:28:47.039",1,1,ztrmDoQBvD32VbPe8mko,"syslog-2022.10.25","-","<134>Oct 25 11:28:47 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,42896,0,none,6,tcp,139,192.168.170.20,20.197.71.89,49877,443,99,PA,844130004:844130103,657139329,63024,,","<134>Oct 25 11:28:47 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,42896,0,none,6,tcp,139,192.168.170.20,20.197.71.89,49877,443,99,PA,844130004:844130103,657139329,63024,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:28:47 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,42896,0,none,6,tcp,139,192.168.170.20,20.197.71.89,49877,443,99,PA,844130004:844130103,657139329,63024,,","<134>Oct 25 11:28:47 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,42896,0,none,6,tcp,139,192.168.170.20,20.197.71.89,49877,443,99,PA,844130004:844130103,657139329,63024,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:28:45.039",1,1,zNrmDoQBvD32VbPe6mlX,"syslog-2022.10.25","-","<134>Oct 25 11:28:45 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,42895,0,DF,6,tcp,139,192.168.170.20,20.197.71.89,49877,443,99,PA,844130004:844130103,657139329,63024,,","<134>Oct 25 11:28:45 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,42895,0,DF,6,tcp,139,192.168.170.20,20.197.71.89,49877,443,99,PA,844130004:844130103,657139329,63024,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:28:45 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,42895,0,DF,6,tcp,139,192.168.170.20,20.197.71.89,49877,443,99,PA,844130004:844130103,657139329,63024,,","<134>Oct 25 11:28:45 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,42895,0,DF,6,tcp,139,192.168.170.20,20.197.71.89,49877,443,99,PA,844130004:844130103,657139329,63024,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:28:45.039",1,1,zdrmDoQBvD32VbPe6mlX,"syslog-2022.10.25","-","<134>Oct 25 11:28:45 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,42894,0,DF,6,tcp,139,192.168.170.20,20.197.71.89,49877,443,99,PA,844130004:844130103,657139329,63024,,","<134>Oct 25 11:28:45 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,42894,0,DF,6,tcp,139,192.168.170.20,20.197.71.89,49877,443,99,PA,844130004:844130103,657139329,63024,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:28:45 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,42894,0,DF,6,tcp,139,192.168.170.20,20.197.71.89,49877,443,99,PA,844130004:844130103,657139329,63024,,","<134>Oct 25 11:28:45 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,42894,0,DF,6,tcp,139,192.168.170.20,20.197.71.89,49877,443,99,PA,844130004:844130103,657139329,63024,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:28:44.040",1,1,ytrmDoQBvD32VbPe5mlx,"syslog-2022.10.25","-","<134>Oct 25 11:28:44 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,42893,0,DF,6,tcp,139,192.168.170.20,20.197.71.89,49877,443,99,PA,844130004:844130103,657139329,63024,,","<134>Oct 25 11:28:44 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,42893,0,DF,6,tcp,139,192.168.170.20,20.197.71.89,49877,443,99,PA,844130004:844130103,657139329,63024,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:28:44 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,42893,0,DF,6,tcp,139,192.168.170.20,20.197.71.89,49877,443,99,PA,844130004:844130103,657139329,63024,,","<134>Oct 25 11:28:44 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,42893,0,DF,6,tcp,139,192.168.170.20,20.197.71.89,49877,443,99,PA,844130004:844130103,657139329,63024,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:28:00.037",1,1,m9rmDoQBvD32VbPeOmmP,"syslog-2022.10.25","-","<78>Oct 25 11:28:00 /usr/sbin/cron[82120]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 11:28:00 /usr/sbin/cron[82120]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 11:28:00 /usr/sbin/cron[82120]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 11:28:00 /usr/sbin/cron[82120]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:27:00.060",1,1,OdrlDoQBvD32VbPeUGlH,"syslog-2022.10.25","-","<78>Oct 25 11:27:00 /usr/sbin/cron[60198]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 11:27:00 /usr/sbin/cron[60198]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 11:27:00 /usr/sbin/cron[60198]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 11:27:00 /usr/sbin/cron[60198]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:26:00.020",1,1,39rkDoQBvD32VbPeZWi9,"syslog-2022.10.25","-","<78>Oct 25 11:26:00 /usr/sbin/cron[40431]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 11:26:00 /usr/sbin/cron[40431]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 11:26:00 /usr/sbin/cron[40431]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 11:26:00 /usr/sbin/cron[40431]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:25:00.016",1,1,kNrjDoQBvD32VbPee2ha,"syslog-2022.10.25","-","<78>Oct 25 11:25:00 /usr/sbin/cron[32374]: (root) CMD (/usr/libexec/atrun)","<78>Oct 25 11:25:00 /usr/sbin/cron[32374]: (root) CMD (/usr/libexec/atrun)","192.168.169.1","192.168.169.1","<78>Oct 25 11:25:00 /usr/sbin/cron[32374]: (root) CMD (/usr/libexec/atrun)","<78>Oct 25 11:25:00 /usr/sbin/cron[32374]: (root) CMD (/usr/libexec/atrun)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:25:00.015",1,1,kdrjDoQBvD32VbPee2ha,"syslog-2022.10.25","-","<78>Oct 25 11:25:00 /usr/sbin/cron[32338]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 11:25:00 /usr/sbin/cron[32338]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 11:25:00 /usr/sbin/cron[32338]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 11:25:00 /usr/sbin/cron[32338]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:24:00.340",1,1,BNriDoQBvD32VbPekmg8,"syslog-2022.10.25","-","<134>Oct 25 11:24:00 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38785,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:24:00 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38785,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:24:00 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38785,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:24:00 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38785,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:24:00.340",1,1,BdriDoQBvD32VbPekmg9,"syslog-2022.10.25","-","<134>Oct 25 11:24:00 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36941,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:24:00 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36941,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:24:00 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36941,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:24:00 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36941,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:24:00.340",1,1,BtriDoQBvD32VbPekmg9,"syslog-2022.10.25","-","<134>Oct 25 11:24:00 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6448,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:24:00 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6448,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:24:00 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6448,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:24:00 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6448,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:24:00.020",1,1,A9riDoQBvD32VbPekGj9,"syslog-2022.10.25","-","<78>Oct 25 11:24:00 /usr/sbin/cron[17477]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 11:24:00 /usr/sbin/cron[17477]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 11:24:00 /usr/sbin/cron[17477]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 11:24:00 /usr/sbin/cron[17477]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:23:40.145",1,1,9triDoQBvD32VbPeQ2db,"syslog-2022.10.25","-","<30>Oct 25 11:23:40 dhclient[42632]: bound to 192.168.40.134 -- renewal in 900 seconds.","<30>Oct 25 11:23:40 dhclient[42632]: bound to 192.168.40.134 -- renewal in 900 seconds.","192.168.169.1","192.168.169.1","<30>Oct 25 11:23:40 dhclient[42632]: bound to 192.168.40.134 -- renewal in 900 seconds.","<30>Oct 25 11:23:40 dhclient[42632]: bound to 192.168.40.134 -- renewal in 900 seconds.",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:23:40.135",1,1,9driDoQBvD32VbPeQ2dQ,"syslog-2022.10.25","-","<13>Oct 25 11:23:40 dhclient[94915]: Creating resolv.conf","<13>Oct 25 11:23:40 dhclient[94915]: Creating resolv.conf","192.168.169.1","192.168.169.1","<13>Oct 25 11:23:40 dhclient[94915]: Creating resolv.conf","<13>Oct 25 11:23:40 dhclient[94915]: Creating resolv.conf",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:23:40.134",1,1,9NriDoQBvD32VbPeQ2dP,"syslog-2022.10.25","-","<13>Oct 25 11:23:40 dhclient[94419]: RENEW","<13>Oct 25 11:23:40 dhclient[94419]: RENEW","192.168.169.1","192.168.169.1","<13>Oct 25 11:23:40 dhclient[94419]: RENEW","<13>Oct 25 11:23:40 dhclient[94419]: RENEW",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:23:40.130",1,1,8triDoQBvD32VbPeQ2dO,"syslog-2022.10.25","-","<30>Oct 25 11:23:40 dhclient[42632]: DHCPREQUEST on em0 to 192.168.40.254 port 67","<30>Oct 25 11:23:40 dhclient[42632]: DHCPREQUEST on em0 to 192.168.40.254 port 67","192.168.169.1","192.168.169.1","<30>Oct 25 11:23:40 dhclient[42632]: DHCPREQUEST on em0 to 192.168.40.254 port 67","<30>Oct 25 11:23:40 dhclient[42632]: DHCPREQUEST on em0 to 192.168.40.254 port 67",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:23:40.130",1,1,89riDoQBvD32VbPeQ2dO,"syslog-2022.10.25","-","<30>Oct 25 11:23:40 dhclient[42632]: DHCPACK from 192.168.40.254","<30>Oct 25 11:23:40 dhclient[42632]: DHCPACK from 192.168.40.254","192.168.169.1","192.168.169.1","<30>Oct 25 11:23:40 dhclient[42632]: DHCPACK from 192.168.40.254","<30>Oct 25 11:23:40 dhclient[42632]: DHCPACK from 192.168.40.254",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:23:25.862",1,1,1driDoQBvD32VbPeC2eQ,"syslog-2022.10.25","-","<134>Oct 25 11:23:25 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36940,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:23:25 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36940,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:23:25 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36940,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:23:25 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36940,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:23:25.861",1,1,1triDoQBvD32VbPeC2eQ,"syslog-2022.10.25","-","<134>Oct 25 11:23:25 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38784,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:23:25 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38784,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:23:25 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38784,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:23:25 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38784,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:23:25.861",1,1,19riDoQBvD32VbPeC2eQ,"syslog-2022.10.25","-","<134>Oct 25 11:23:25 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6447,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:23:25 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6447,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:23:25 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6447,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:23:25 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6447,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:23:09.658",1,1,rNrhDoQBvD32VbPezGdC,"syslog-2022.10.25","-","<134>Oct 25 11:23:09 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36939,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:23:09 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36939,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:23:09 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36939,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:23:09 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36939,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:23:09.658",1,1,rtrhDoQBvD32VbPezGdD,"syslog-2022.10.25","-","<134>Oct 25 11:23:09 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38783,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:23:09 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38783,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:23:09 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38783,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:23:09 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38783,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:23:09.658",1,1,rdrhDoQBvD32VbPezGdC,"syslog-2022.10.25","-","<134>Oct 25 11:23:09 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6446,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:23:09 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6446,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:23:09 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6446,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:23:09 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6446,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:23:01.560",1,1,nNrhDoQBvD32VbPerGei,"syslog-2022.10.25","-","<134>Oct 25 11:23:01 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6445,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:23:01 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6445,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:23:01 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6445,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:23:01 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6445,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:23:01.560",1,1,ntrhDoQBvD32VbPerGei,"syslog-2022.10.25","-","<134>Oct 25 11:23:01 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38782,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:23:01 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38782,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:23:01 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38782,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:23:01 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38782,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:23:01.560",1,1,ndrhDoQBvD32VbPerGei,"syslog-2022.10.25","-","<134>Oct 25 11:23:01 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36938,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:23:01 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36938,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:23:01 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36938,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:23:01 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36938,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:23:00.041",1,1,mNrhDoQBvD32VbPepmez,"syslog-2022.10.25","-","<78>Oct 25 11:23:00 /usr/sbin/cron[93813]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 11:23:00 /usr/sbin/cron[93813]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 11:23:00 /usr/sbin/cron[93813]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 11:23:00 /usr/sbin/cron[93813]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:22:57.540",1,1,kdrhDoQBvD32VbPenGfs,"syslog-2022.10.25","-","<134>Oct 25 11:22:57 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38781,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:22:57 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38781,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:22:57 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38781,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:22:57 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38781,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:22:57.540",1,1,kNrhDoQBvD32VbPenGfs,"syslog-2022.10.25","-","<134>Oct 25 11:22:57 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6444,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:22:57 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6444,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:22:57 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6444,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:22:57 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6444,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
