"@timestamp","@version","@version.keyword","_id","_index","_score","event.original","event.original.keyword","host.ip","host.ip.keyword",message,"message.keyword",tags,"tags.keyword",type,"type.keyword"
"Oct 25, 2022 @ 04:20:51.162",1,1,w9rfDoQBvD32VbPer2ZD,"syslog-2022.10.25","-","<134>Oct 25 11:20:51 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16517,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,65392,,","<134>Oct 25 11:20:51 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16517,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,65392,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:20:51 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16517,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,65392,,","<134>Oct 25 11:20:51 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16517,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,65392,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:20:51.161",1,1,wdrfDoQBvD32VbPer2ZC,"syslog-2022.10.25","-","<134>Oct 25 11:20:51 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,29246,0,DF,6,tcp,40,192.168.170.20,96.17.72.33,50090,443,0,RA,111292847,1639914276,0,,","<134>Oct 25 11:20:51 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,29246,0,DF,6,tcp,40,192.168.170.20,96.17.72.33,50090,443,0,RA,111292847,1639914276,0,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:20:51 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,29246,0,DF,6,tcp,40,192.168.170.20,96.17.72.33,50090,443,0,RA,111292847,1639914276,0,,","<134>Oct 25 11:20:51 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,29246,0,DF,6,tcp,40,192.168.170.20,96.17.72.33,50090,443,0,RA,111292847,1639914276,0,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:20:51.161",1,1,wtrfDoQBvD32VbPer2ZD,"syslog-2022.10.25","-","<134>Oct 25 11:20:51 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3791,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,RA,1417500490,22243701,0,,","<134>Oct 25 11:20:51 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3791,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,RA,1417500490,22243701,0,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:20:51 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3791,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,RA,1417500490,22243701,0,,","<134>Oct 25 11:20:51 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3791,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,RA,1417500490,22243701,0,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:20:51.161",1,1,xNrfDoQBvD32VbPer2ZD,"syslog-2022.10.25","-","<134>Oct 25 11:20:51 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57197,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,RA,1947911196,229913796,0,,","<134>Oct 25 11:20:51 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57197,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,RA,1947911196,229913796,0,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:20:51 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57197,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,RA,1947911196,229913796,0,,","<134>Oct 25 11:20:51 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57197,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,RA,1947911196,229913796,0,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:20:50.131",1,1,s9rfDoQBvD32VbPeq2Y9,"syslog-2022.10.25","-","<134>Oct 25 11:20:50 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60777,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:20:50 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60777,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:20:50 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60777,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:20:50 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60777,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:20:49.128",1,1,strfDoQBvD32VbPep2ZR,"syslog-2022.10.25","-","<134>Oct 25 11:20:49 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16516,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,65392,,","<134>Oct 25 11:20:49 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16516,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,65392,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:20:49 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16516,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,65392,,","<134>Oct 25 11:20:49 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16516,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,65392,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:20:48.070",1,1,sNrfDoQBvD32VbPeo2Yy,"syslog-2022.10.25","-","<134>Oct 25 11:20:48 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16515,0,none,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,65392,,","<134>Oct 25 11:20:48 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16515,0,none,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,65392,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:20:48 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16515,0,none,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,65392,,","<134>Oct 25 11:20:48 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16515,0,none,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,65392,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:20:47.056",1,1,r9rfDoQBvD32VbPen2Y7,"syslog-2022.10.25","-","<134>Oct 25 11:20:47 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16514,0,none,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,65392,,","<134>Oct 25 11:20:47 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16514,0,none,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,65392,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:20:47 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16514,0,none,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,65392,,","<134>Oct 25 11:20:47 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16514,0,none,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,65392,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:20:46.062",1,1,F9rfDoQBvD32VbPem2ZY,"syslog-2022.10.25","-","<134>Oct 25 11:20:46 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60776,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:20:46 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60776,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:20:46 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60776,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:20:46 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60776,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:20:45.060",1,1,FdrfDoQBvD32VbPel2Zw,"syslog-2022.10.25","-","<134>Oct 25 11:20:45 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16512,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,63420,,","<134>Oct 25 11:20:45 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16512,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,63420,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:20:45 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16512,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,63420,,","<134>Oct 25 11:20:45 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16512,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,63420,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:20:45.060",1,1,FtrfDoQBvD32VbPel2Zw,"syslog-2022.10.25","-","<134>Oct 25 11:20:45 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16513,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,63420,,","<134>Oct 25 11:20:45 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16513,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,63420,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:20:45 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16513,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,63420,,","<134>Oct 25 11:20:45 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16513,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,63420,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:20:44.056",1,1,E9rfDoQBvD32VbPek2aD,"syslog-2022.10.25","-","<134>Oct 25 11:20:44 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60775,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:20:44 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60775,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:20:44 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60775,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:20:44 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60775,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:20:44.056",1,1,FNrfDoQBvD32VbPek2aD,"syslog-2022.10.25","-","<134>Oct 25 11:20:44 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16511,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,63420,,","<134>Oct 25 11:20:44 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16511,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,63420,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:20:44 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16511,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,63420,,","<134>Oct 25 11:20:44 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16511,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,63420,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:20:43.061",1,1,EtrfDoQBvD32VbPej2ag,"syslog-2022.10.25","-","<134>Oct 25 11:20:43 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60774,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:20:43 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60774,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:20:43 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60774,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:20:43 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60774,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:20:21.821",1,1,ENrfDoQBvD32VbPePGan,"syslog-2022.10.25","-","<134>Oct 25 11:20:21 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3810,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,","<134>Oct 25 11:20:21 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3810,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:20:21 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3810,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,","<134>Oct 25 11:20:21 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3810,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:20:21.821",1,1,EdrfDoQBvD32VbPePGan,"syslog-2022.10.25","-","<134>Oct 25 11:20:21 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57201,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,","<134>Oct 25 11:20:21 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57201,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:20:21 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57201,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,","<134>Oct 25 11:20:21 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57201,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:20:18.821",1,1,CdrfDoQBvD32VbPeMGbv,"syslog-2022.10.25","-","<134>Oct 25 11:20:18 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3809,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,","<134>Oct 25 11:20:18 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3809,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:20:18 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3809,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,","<134>Oct 25 11:20:18 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3809,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:20:18.821",1,1,CtrfDoQBvD32VbPeMGbv,"syslog-2022.10.25","-","<134>Oct 25 11:20:18 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57200,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,","<134>Oct 25 11:20:18 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57200,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:20:18 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57200,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,","<134>Oct 25 11:20:18 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57200,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:20:17.822",1,1,89rfDoQBvD32VbPeLWUH,"syslog-2022.10.25","-","<134>Oct 25 11:20:17 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57199,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,","<134>Oct 25 11:20:17 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57199,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:20:17 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57199,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,","<134>Oct 25 11:20:17 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57199,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:20:17.822",1,1,9NrfDoQBvD32VbPeLWUH,"syslog-2022.10.25","-","<134>Oct 25 11:20:17 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3808,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,","<134>Oct 25 11:20:17 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3808,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:20:17 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3808,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,","<134>Oct 25 11:20:17 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3808,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:20:16.822",1,1,79rfDoQBvD32VbPeKWUg,"syslog-2022.10.25","-","<134>Oct 25 11:20:16 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57198,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,","<134>Oct 25 11:20:16 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57198,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:20:16 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57198,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,","<134>Oct 25 11:20:16 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57198,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:20:16.822",1,1,8drfDoQBvD32VbPeKWUg,"syslog-2022.10.25","-","<134>Oct 25 11:20:16 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3807,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,","<134>Oct 25 11:20:16 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3807,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:20:16 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3807,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,","<134>Oct 25 11:20:16 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3807,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:20:16.821",1,1,8NrfDoQBvD32VbPeKWUg,"syslog-2022.10.25","-","<134>Oct 25 11:20:16 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57197,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,","<134>Oct 25 11:20:16 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57197,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:20:16 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57197,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,","<134>Oct 25 11:20:16 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57197,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:20:16.821",1,1,8trfDoQBvD32VbPeKWUg,"syslog-2022.10.25","-","<134>Oct 25 11:20:16 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3806,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,","<134>Oct 25 11:20:16 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3806,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:20:16 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3806,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,","<134>Oct 25 11:20:16 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3806,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:20:00.021",1,1,7dreDoQBvD32VbPe52WA,"syslog-2022.10.25","-","<78>Oct 25 11:20:00 /usr/sbin/cron[33154]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 11:20:00 /usr/sbin/cron[33154]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 11:20:00 /usr/sbin/cron[33154]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 11:20:00 /usr/sbin/cron[33154]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:20:00.021",1,1,7treDoQBvD32VbPe52WA,"syslog-2022.10.25","-","<78>Oct 25 11:20:00 /usr/sbin/cron[33469]: (root) CMD (/usr/libexec/atrun)","<78>Oct 25 11:20:00 /usr/sbin/cron[33469]: (root) CMD (/usr/libexec/atrun)","192.168.169.1","192.168.169.1","<78>Oct 25 11:20:00 /usr/sbin/cron[33469]: (root) CMD (/usr/libexec/atrun)","<78>Oct 25 11:20:00 /usr/sbin/cron[33469]: (root) CMD (/usr/libexec/atrun)",syslog,syslog,syslog,syslog
