,@timestamp,event.original,host.ip,tags,type,filterlog0,filterlog1,filterlog2,filterlog3,filterlog4,filterlog5,filterlog6,filterlog7,filterlog8,filterlog9,filterlog10,filterlog11,filterlog12,filterlog13,filterlog14,filterlog15,filterlog16,filterlog17,filterlog18,filterlog19,filterlog20,filterlog21,filterlog22,filterlog23,filterlog24,filterlog25,filterlog26,filterlog27,filterlog28
166,"Oct 25, 2022 @ 04:20:51.161","<134>Oct 25 11:20:51 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3791,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,RA,1417500490,22243701,0,,",192.168.169.1,syslog,syslog,<134>Oct 25 11:20:51 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3791,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,RA,1417500490,22243701,0,,
167,"Oct 25, 2022 @ 04:20:51.161","<134>Oct 25 11:20:51 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57197,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,RA,1947911196,229913796,0,,",192.168.169.1,syslog,syslog,<134>Oct 25 11:20:51 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57197,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,RA,1947911196,229913796,0,,
168,"Oct 25, 2022 @ 04:20:50.131","<134>Oct 25 11:20:50 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60777,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale",192.168.169.1,syslog,syslog,<134>Oct 25 11:20:50 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60777,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale
169,"Oct 25, 2022 @ 04:20:49.128","<134>Oct 25 11:20:49 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16516,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,65392,,",192.168.169.1,syslog,syslog,<134>Oct 25 11:20:49 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16516,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,65392,,
170,"Oct 25, 2022 @ 04:20:48.070","<134>Oct 25 11:20:48 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16515,0,none,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,65392,,",192.168.169.1,syslog,syslog,<134>Oct 25 11:20:48 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16515,0,none,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,65392,,
171,"Oct 25, 2022 @ 04:20:47.056","<134>Oct 25 11:20:47 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16514,0,none,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,65392,,",192.168.169.1,syslog,syslog,<134>Oct 25 11:20:47 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16514,0,none,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,65392,,
172,"Oct 25, 2022 @ 04:20:46.062","<134>Oct 25 11:20:46 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60776,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale",192.168.169.1,syslog,syslog,<134>Oct 25 11:20:46 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60776,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale
173,"Oct 25, 2022 @ 04:20:45.060","<134>Oct 25 11:20:45 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16512,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,63420,,",192.168.169.1,syslog,syslog,<134>Oct 25 11:20:45 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16512,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,63420,,
174,"Oct 25, 2022 @ 04:20:45.060","<134>Oct 25 11:20:45 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16513,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,63420,,",192.168.169.1,syslog,syslog,<134>Oct 25 11:20:45 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16513,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,63420,,
175,"Oct 25, 2022 @ 04:20:44.056","<134>Oct 25 11:20:44 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60775,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale",192.168.169.1,syslog,syslog,<134>Oct 25 11:20:44 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60775,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale
176,"Oct 25, 2022 @ 04:20:44.056","<134>Oct 25 11:20:44 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16511,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,63420,,",192.168.169.1,syslog,syslog,<134>Oct 25 11:20:44 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16511,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,63420,,
177,"Oct 25, 2022 @ 04:20:43.061","<134>Oct 25 11:20:43 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60774,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale",192.168.169.1,syslog,syslog,<134>Oct 25 11:20:43 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60774,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale
178,"Oct 25, 2022 @ 04:20:21.821","<134>Oct 25 11:20:21 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3810,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,",192.168.169.1,syslog,syslog,<134>Oct 25 11:20:21 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3810,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,
179,"Oct 25, 2022 @ 04:20:21.821","<134>Oct 25 11:20:21 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57201,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,",192.168.169.1,syslog,syslog,<134>Oct 25 11:20:21 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57201,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,
180,"Oct 25, 2022 @ 04:20:18.821","<134>Oct 25 11:20:18 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3809,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,",192.168.169.1,syslog,syslog,<134>Oct 25 11:20:18 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3809,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,
181,"Oct 25, 2022 @ 04:20:18.821","<134>Oct 25 11:20:18 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57200,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,",192.168.169.1,syslog,syslog,<134>Oct 25 11:20:18 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57200,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,
182,"Oct 25, 2022 @ 04:20:17.822","<134>Oct 25 11:20:17 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57199,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,",192.168.169.1,syslog,syslog,<134>Oct 25 11:20:17 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57199,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,
183,"Oct 25, 2022 @ 04:20:17.822","<134>Oct 25 11:20:17 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3808,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,",192.168.169.1,syslog,syslog,<134>Oct 25 11:20:17 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3808,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,
184,"Oct 25, 2022 @ 04:20:16.822","<134>Oct 25 11:20:16 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57198,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,",192.168.169.1,syslog,syslog,<134>Oct 25 11:20:16 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57198,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,
185,"Oct 25, 2022 @ 04:20:16.822","<134>Oct 25 11:20:16 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3807,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,",192.168.169.1,syslog,syslog,<134>Oct 25 11:20:16 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3807,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,
186,"Oct 25, 2022 @ 04:20:16.821","<134>Oct 25 11:20:16 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57197,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,",192.168.169.1,syslog,syslog,<134>Oct 25 11:20:16 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,57197,0,DF,6,tcp,40,192.168.170.20,204.79.197.222,50091,443,0,FA,1947911196,229913796,65535,,
187,"Oct 25, 2022 @ 04:20:16.821","<134>Oct 25 11:20:16 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3806,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,",192.168.169.1,syslog,syslog,<134>Oct 25 11:20:16 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,3806,0,DF,6,tcp,40,192.168.170.20,13.107.21.200,50092,443,0,FA,1417500490,22243701,65535,,
190,"Oct 25, 2022 @ 04:19:37.621","<134>Oct 25 11:19:37 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,51619,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,41614,80,0,S,243157661,,64240,,mss;sackOK;TS;nop;wscale",192.168.169.1,syslog,syslog,<134>Oct 25 11:19:37 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,51619,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,41614,80,0,S,243157661,,64240,,mss;sackOK;TS;nop;wscale
191,"Oct 25, 2022 @ 04:19:04.621","<134>Oct 25 11:19:04 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,51618,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,41614,80,0,S,243157661,,64240,,mss;sackOK;TS;nop;wscale",192.168.169.1,syslog,syslog,<134>Oct 25 11:19:04 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,51618,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,41614,80,0,S,243157661,,64240,,mss;sackOK;TS;nop;wscale
193,"Oct 25, 2022 @ 04:18:48.513","<134>Oct 25 11:18:48 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,51617,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,41614,80,0,S,243157661,,64240,,mss;sackOK;TS;nop;wscale",192.168.169.1,syslog,syslog,<134>Oct 25 11:18:48 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,51617,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,41614,80,0,S,243157661,,64240,,mss;sackOK;TS;nop;wscale
194,"Oct 25, 2022 @ 04:18:40.412","<134>Oct 25 11:18:40 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,51616,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,41614,80,0,S,243157661,,64240,,mss;sackOK;TS;nop;wscale",192.168.169.1,syslog,syslog,<134>Oct 25 11:18:40 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,51616,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,41614,80,0,S,243157661,,64240,,mss;sackOK;TS;nop;wscale
195,"Oct 25, 2022 @ 04:18:36.396","<134>Oct 25 11:18:36 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,51615,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,41614,80,0,S,243157661,,64240,,mss;sackOK;TS;nop;wscale",192.168.169.1,syslog,syslog,<134>Oct 25 11:18:36 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,51615,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,41614,80,0,S,243157661,,64240,,mss;sackOK;TS;nop;wscale
196,"Oct 25, 2022 @ 04:18:34.403","<134>Oct 25 11:18:34 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,51614,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,41614,80,0,S,243157661,,64240,,mss;sackOK;TS;nop;wscale",192.168.169.1,syslog,syslog,<134>Oct 25 11:18:34 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,51614,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,41614,80,0,S,243157661,,64240,,mss;sackOK;TS;nop;wscale
197,"Oct 25, 2022 @ 04:18:33.420","<134>Oct 25 11:18:33 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,51613,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,41614,80,0,S,243157661,,64240,,mss;sackOK;TS;nop;wscale",192.168.169.1,syslog,syslog,<134>Oct 25 11:18:33 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,51613,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,41614,80,0,S,243157661,,64240,,mss;sackOK;TS;nop;wscale
