"@timestamp","host.hostname","event.action","event.module","file.owner","file.path","file.size","file.type","process.args"
"Oct 26, 2022 @ 01:36:00.315",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/WEB-INF/classes/com/atlassian/confluence/setup/demo-site.r4ns0mE.r4ns0mE.r4ns0mE","694,480",file,"-"
"Oct 26, 2022 @ 01:36:00.312",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/WEB-INF/classes/com/atlassian/confluence/setup/hsqldb-server.r4ns0mE.r4ns0mE.r4ns0mE",879,file,"-"
"Oct 26, 2022 @ 01:36:00.310",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/WEB-INF/classes/com/atlassian/confluence/setup/atlassian-bundled-plugins.r4ns0mE.r4ns0mE.r4ns0mE","1,144",file,"-"
"Oct 26, 2022 @ 01:36:00.308",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/authenticate.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.305",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/authenticate.r4ns0mE.r4ns0mE","3,415",file,"-"
"Oct 26, 2022 @ 01:36:00.303",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/colourpicker.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.300",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/colourpicker.r4ns0mE.r4ns0mE","3,289",file,"-"
"Oct 26, 2022 @ 01:36:00.298",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/general-breadcrumbs.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.294",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/general-breadcrumbs.r4ns0mE.r4ns0mE",769,file,"-"
"Oct 26, 2022 @ 01:36:00.293",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/general-operations.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.290",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/general-operations.r4ns0mE.r4ns0mE","1,382",file,"-"
"Oct 26, 2022 @ 01:36:00.289",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/xsrf-token-expired.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.286",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/xsrf-token-expired.r4ns0mE.r4ns0mE",927,file,"-"
"Oct 26, 2022 @ 01:36:00.279",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/index.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.277",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/index.r4ns0mE.r4ns0mE",656,file,"-"
"Oct 26, 2022 @ 01:36:00.275",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/errors.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.272",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/errors.r4ns0mE.r4ns0mE","1,753",file,"-"
"Oct 26, 2022 @ 01:36:00.271",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/.compile-less-legacy-suffix.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.268",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/.compile-less-legacy-suffix.r4ns0mE.r4ns0mE",576,file,"-"
"Oct 26, 2022 @ 01:36:00.266",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/breadcrumbs.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.264",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/breadcrumbs.r4ns0mE.r4ns0mE","3,641",file,"-"
"Oct 26, 2022 @ 01:36:00.262",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/forgotuserpassword.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.259",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/forgotuserpassword.r4ns0mE.r4ns0mE","2,781",file,"-"
"Oct 26, 2022 @ 01:36:00.257",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/administrators.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.254",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/administrators.r4ns0mE.r4ns0mE","1,577",file,"-"
"Oct 26, 2022 @ 01:36:00.253",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/notpermitted-personalspace.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.250",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/notpermitted-personalspace.r4ns0mE.r4ns0mE","1,322",file,"-"
"Oct 26, 2022 @ 01:36:00.248",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/noop.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.245",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/noop.r4ns0mE.r4ns0mE",679,file,"-"
"Oct 26, 2022 @ 01:36:00.244",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/licenseexpired.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.241",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/licenseexpired.r4ns0mE.r4ns0mE","1,286",file,"-"
"Oct 26, 2022 @ 01:36:00.235",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/500page.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.233",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/500page.r4ns0mE.r4ns0mE","21,806",file,"-"
"Oct 26, 2022 @ 01:36:00.231",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/blank.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.224",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/blank.r4ns0mE.r4ns0mE",721,file,"-"
"Oct 26, 2022 @ 01:36:00.221",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/langmacro.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.218",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/langmacro.r4ns0mE.r4ns0mE",632,file,"-"
"Oct 26, 2022 @ 01:36:00.217",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/404.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.213",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/404.r4ns0mE.r4ns0mE","1,994",file,"-"
"Oct 26, 2022 @ 01:36:00.211",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/notpermitted.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.209",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/notpermitted.r4ns0mE.r4ns0mE","1,004",file,"-"
"Oct 26, 2022 @ 01:36:00.207",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/favicon.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.204",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/favicon.r4ns0mE.r4ns0mE","4,835",file,"-"
"Oct 26, 2022 @ 01:36:00.202",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/sitesupport.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.199",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/sitesupport.r4ns0mE.r4ns0mE","3,034",file,"-"
"Oct 26, 2022 @ 01:36:00.194",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/sitesupportrequestsubmitted.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.191",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/sitesupportrequestsubmitted.r4ns0mE.r4ns0mE","1,003",file,"-"
"Oct 26, 2022 @ 01:36:00.190",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/resetuserpassword-success.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.187",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/resetuserpassword-success.r4ns0mE.r4ns0mE","1,152",file,"-"
"Oct 26, 2022 @ 01:36:00.186",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/resetuserpassword.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.184",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/resetuserpassword.r4ns0mE.r4ns0mE","2,920",file,"-"
"Oct 26, 2022 @ 01:36:00.182",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/forgotuserpassword-success.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.180",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/forgotuserpassword-success.r4ns0mE.r4ns0mE","2,325",file,"-"
"Oct 26, 2022 @ 01:36:00.179",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/email-confirmation.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.175",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/email-confirmation.r4ns0mE.r4ns0mE","1,217",file,"-"
"Oct 26, 2022 @ 01:36:00.174",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/attachmentnotfound.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.171",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/attachmentnotfound.r4ns0mE.r4ns0mE","1,134",file,"-"
"Oct 26, 2022 @ 01:36:00.169",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/licenseusersexceeded.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.166",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/licenseusersexceeded.r4ns0mE.r4ns0mE","1,482",file,"-"
"Oct 26, 2022 @ 01:36:00.164",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/.compile-less.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.161",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/.compile-less.r4ns0mE.r4ns0mE",576,file,"-"
"Oct 26, 2022 @ 01:36:00.160",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/email-sent.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.157",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/email-sent.r4ns0mE.r4ns0mE","1,226",file,"-"
"Oct 26, 2022 @ 01:36:00.156",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/classpath.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.151",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/classpath.r4ns0mE.r4ns0mE","4,441",file,"-"
"Oct 26, 2022 @ 01:36:00.149",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/labels/labels-editor.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.146",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/labels/labels-editor.r4ns0mE.r4ns0mE",770,file,"-"
"Oct 26, 2022 @ 01:36:00.145",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/labels/labels-editor-content.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.142",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/labels/labels-editor-content.r4ns0mE.r4ns0mE",772,file,"-"
"Oct 26, 2022 @ 01:36:00.141",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/labels/labels-list.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.138",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/labels/labels-list.r4ns0mE.r4ns0mE",766,file,"-"
"Oct 26, 2022 @ 01:36:00.137",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/styles/colors-css.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.133",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/styles/colors-css.r4ns0mE.r4ns0mE","8,346",file,"-"
"Oct 26, 2022 @ 01:36:00.132",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/styles/default-inline-css.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.129",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/styles/default-inline-css.r4ns0mE.r4ns0mE","2,071",file,"-"
"Oct 26, 2022 @ 01:36:00.128",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/styles/aui-overrides-css.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.125",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/styles/aui-overrides-css.r4ns0mE.r4ns0mE","7,442",file,"-"
"Oct 26, 2022 @ 01:36:00.122",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/styles/custom-css.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.120",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/styles/custom-css.r4ns0mE.r4ns0mE",709,file,"-"
"Oct 26, 2022 @ 01:36:00.118",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/styles/labels-css.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.115",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/styles/labels-css.r4ns0mE.r4ns0mE",812,file,"-"
"Oct 26, 2022 @ 01:36:00.113",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/styles/diffs-css.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.110",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/styles/diffs-css.r4ns0mE.r4ns0mE","3,533",file,"-"
"Oct 26, 2022 @ 01:36:00.108",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/johnson/42abd42842fd569f9fd989fdd156ae7c.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.107",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/johnson/42abd42842fd569f9fd989fdd156ae7c.r4ns0mE.r4ns0mE","45,588",file,"-"
"Oct 26, 2022 @ 01:36:00.104",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/johnson/asset-manifest.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.101",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/johnson/asset-manifest.r4ns0mE.r4ns0mE","1,348",file,"-"
"Oct 26, 2022 @ 01:36:00.098",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/johnson/2da7ee4df6c49d2b104d567894b93742.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.095",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/johnson/2da7ee4df6c49d2b104d567894b93742.r4ns0mE.r4ns0mE","54,312",file,"-"
"Oct 26, 2022 @ 01:36:00.093",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/johnson/b408bc459678a3c5c53358d3a41aeea8.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.091",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/johnson/b408bc459678a3c5c53358d3a41aeea8.r4ns0mE.r4ns0mE","54,488",file,"-"
"Oct 26, 2022 @ 01:36:00.089",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/johnson/777140b2357cda10635f856f68a9388d.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.086",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/johnson/777140b2357cda10635f856f68a9388d.r4ns0mE.r4ns0mE","26,088",file,"-"
"Oct 26, 2022 @ 01:36:00.085",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/johnson/fav-confluence.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.082",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/johnson/fav-confluence.r4ns0mE.r4ns0mE","1,828",file,"-"
"Oct 26, 2022 @ 01:36:00.081",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/johnson/13adfd4e909e7532c5aabfc36d1fd579.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.077",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/johnson/johnson-error-page.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.077",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/johnson/13adfd4e909e7532c5aabfc36d1fd579.r4ns0mE.r4ns0mE","45,790",file,"-"
"Oct 26, 2022 @ 01:36:00.073",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/johnson/johnson-error-page.r4ns0mE.r4ns0mE","974,173",file,"-"
"Oct 26, 2022 @ 01:36:00.072",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/johnson/6fc513d1c271ac2df0b16017026d0a00.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.069",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/johnson/6fc513d1c271ac2df0b16017026d0a00.r4ns0mE.r4ns0mE","636,268",file,"-"
"Oct 26, 2022 @ 01:36:00.067",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/johnson/38fc07232a44b8b0ee64c9a0b44a3690.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.065",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/johnson/38fc07232a44b8b0ee64c9a0b44a3690.r4ns0mE.r4ns0mE","108,545",file,"-"
"Oct 26, 2022 @ 01:36:00.063",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/johnson/54bc0a9f5c0be190be428468b783c09c.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.061",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/johnson/54bc0a9f5c0be190be428468b783c09c.r4ns0mE.r4ns0mE","60,356",file,"-"
"Oct 26, 2022 @ 01:36:00.060",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/johnson/static/js/main.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.057",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/johnson/static/js/main.js.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.057",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/johnson/static/js/main.r4ns0mE.r4ns0mE","729,013",file,"-"
"Oct 26, 2022 @ 01:36:00.047",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/johnson/static/js/main.js.r4ns0mE.r4ns0mE","2,313,681",file,"-"
"Oct 26, 2022 @ 01:36:00.045",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/johnson/static/css/main.css.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.042",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/johnson/static/css/main.css.r4ns0mE.r4ns0mE",672,file,"-"
"Oct 26, 2022 @ 01:36:00.040",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/johnson/static/css/main.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.037",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/johnson/static/css/main.r4ns0mE.r4ns0mE","246,012",file,"-"
"Oct 26, 2022 @ 01:36:00.035",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/fixonly/updatelicense.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.032",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/fixonly/updatelicense.r4ns0mE.r4ns0mE","5,337",file,"-"
"Oct 26, 2022 @ 01:36:00.031",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/importexport/contentbody-inline-styles.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.027",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/importexport/contentbody-inline-styles.r4ns0mE.r4ns0mE","1,058",file,"-"
"Oct 26, 2022 @ 01:36:00.025",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/importexport/restoresuccessful.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.021",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/importexport/restoresuccessful.r4ns0mE.r4ns0mE",715,file,"-"
"Oct 26, 2022 @ 01:36:00.019",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/importexport/exportspace-successful.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.016",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/importexport/exportspace-successful.r4ns0mE.r4ns0mE","1,092",file,"-"
"Oct 26, 2022 @ 01:36:00.015",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/importexport/exportspace-welcome.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.011",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/importexport/exportspace-welcome.r4ns0mE.r4ns0mE","3,325",file,"-"
"Oct 26, 2022 @ 01:36:00.010",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/importexport/backupsuccessful.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.006",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/importexport/backupsuccessful.r4ns0mE.r4ns0mE","1,195",file,"-"
"Oct 26, 2022 @ 01:36:00.005",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/importexport/import-moinmoin.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:36:00.001",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/importexport/import-moinmoin.r4ns0mE.r4ns0mE","1,727",file,"-"
"Oct 26, 2022 @ 01:35:59.999",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/importexport/exportspace-common.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.996",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/importexport/exportspace-common.r4ns0mE.r4ns0mE","2,187",file,"-"
"Oct 26, 2022 @ 01:35:59.994",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/importexport/backup.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.991",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/importexport/backup.r4ns0mE.r4ns0mE","4,376",file,"-"
"Oct 26, 2022 @ 01:35:59.989",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/importexport/restorepage.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.986",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/importexport/restorepage.r4ns0mE.r4ns0mE","1,963",file,"-"
"Oct 26, 2022 @ 01:35:59.984",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/importexport/restorepage-successful.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.981",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/importexport/restorepage-successful.r4ns0mE.r4ns0mE","1,372",file,"-"
"Oct 26, 2022 @ 01:35:59.979",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/importexport/import-moinmoin-successful.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.976",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/importexport/import-moinmoin-successful.r4ns0mE.r4ns0mE",820,file,"-"
"Oct 26, 2022 @ 01:35:59.974",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/importexport/includes/exportspace-common-tree.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.971",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/importexport/includes/exportspace-common-tree.r4ns0mE.r4ns0mE","2,202",file,"-"
"Oct 26, 2022 @ 01:35:59.969",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/importexport/includes/restore-include.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.966",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/importexport/includes/restore-include.r4ns0mE.r4ns0mE","3,206",file,"-"
"Oct 26, 2022 @ 01:35:59.964",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/importexport/includes/export-html.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.962",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/importexport/includes/export-html.r4ns0mE.r4ns0mE","1,963",file,"-"
"Oct 26, 2022 @ 01:35:59.960",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/importexport/includes/export-spacetree-checkboxes.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.958",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/importexport/includes/export-spacetree-checkboxes.r4ns0mE.r4ns0mE","5,733",file,"-"
"Oct 26, 2022 @ 01:35:59.956",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/importexport/includes/export-xml.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.953",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/importexport/includes/export-xml.r4ns0mE.r4ns0mE","2,597",file,"-"
"Oct 26, 2022 @ 01:35:59.951",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/importexport/help/restore.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.949",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/importexport/help/restore.r4ns0mE.r4ns0mE",619,file,"-"
"Oct 26, 2022 @ 01:35:59.947",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/importexport/help/exportspace.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.944",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/importexport/help/exportspace.r4ns0mE.r4ns0mE",729,file,"-"
"Oct 26, 2022 @ 01:35:59.942",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/printable.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.939",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/printable.r4ns0mE.r4ns0mE","1,255",file,"-"
"Oct 26, 2022 @ 01:35:59.938",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/message-aui.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.935",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/message-aui.r4ns0mE.r4ns0mE","1,130",file,"-"
"Oct 26, 2022 @ 01:35:59.934",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/root.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.931",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/root.r4ns0mE.r4ns0mE","1,292",file,"-"
"Oct 26, 2022 @ 01:35:59.929",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/atl-popup.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.927",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/atl-popup.r4ns0mE.r4ns0mE","1,103",file,"-"
"Oct 26, 2022 @ 01:35:59.925",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/helppopup.r4ns0mE","-","-","-"
