"@timestamp","host.hostname","event.action","event.module","file.owner","file.path","file.size","file.type","process.args"
"Oct 26, 2022 @ 01:34:37.001",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/39.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.998",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/39.r4ns0mE","1,099",file,"-"
"Oct 26, 2022 @ 01:34:36.997",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/111.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.995",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/111.r4ns0mE",713,file,"-"
"Oct 26, 2022 @ 01:34:36.979",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/74.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.977",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/74.r4ns0mE",697,file,"-"
"Oct 26, 2022 @ 01:34:36.956",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/22.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.953",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/22.r4ns0mE",989,file,"-"
"Oct 26, 2022 @ 01:34:36.951",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/132.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.945",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/132.r4ns0mE",888,file,"-"
"Oct 26, 2022 @ 01:34:36.943",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/64.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.939",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/64.r4ns0mE",979,file,"-"
"Oct 26, 2022 @ 01:34:36.932",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/136.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.928",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/136.r4ns0mE",738,file,"-"
"Oct 26, 2022 @ 01:34:36.925",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/66.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.921",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/66.r4ns0mE","1,009",file,"-"
"Oct 26, 2022 @ 01:34:36.919",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/51.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.916",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/51.r4ns0mE",961,file,"-"
"Oct 26, 2022 @ 01:34:36.912",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/63.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.910",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/63.r4ns0mE",932,file,"-"
"Oct 26, 2022 @ 01:34:36.908",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/128.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.904",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/128.r4ns0mE",713,file,"-"
"Oct 26, 2022 @ 01:34:36.900",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/83.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.897",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/83.r4ns0mE",745,file,"-"
"Oct 26, 2022 @ 01:34:36.895",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/137.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.892",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/137.r4ns0mE","1,031",file,"-"
"Oct 26, 2022 @ 01:34:36.890",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/94.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.888",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/94.r4ns0mE",615,file,"-"
"Oct 26, 2022 @ 01:34:36.886",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/11.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.883",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/11.r4ns0mE","1,052",file,"-"
"Oct 26, 2022 @ 01:34:36.881",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/135.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.878",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/135.r4ns0mE","1,169",file,"-"
"Oct 26, 2022 @ 01:34:36.875",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/57.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.873",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/57.r4ns0mE",907,file,"-"
"Oct 26, 2022 @ 01:34:36.871",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/77.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.868",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/77.r4ns0mE","1,038",file,"-"
"Oct 26, 2022 @ 01:34:36.867",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/49.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.861",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/49.r4ns0mE",971,file,"-"
"Oct 26, 2022 @ 01:34:36.860",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/91.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.858",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/91.r4ns0mE",965,file,"-"
"Oct 26, 2022 @ 01:34:36.833",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/2.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.830",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/2.r4ns0mE","1,154",file,"-"
"Oct 26, 2022 @ 01:34:36.829",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/68.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.826",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/68.r4ns0mE",997,file,"-"
"Oct 26, 2022 @ 01:34:36.825",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/133.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.821",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/133.r4ns0mE","1,113",file,"-"
"Oct 26, 2022 @ 01:34:36.819",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/96.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.816",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/96.r4ns0mE",955,file,"-"
"Oct 26, 2022 @ 01:34:36.815",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/110.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.812",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/110.r4ns0mE","1,071",file,"-"
"Oct 26, 2022 @ 01:34:36.810",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/90.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.808",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/90.r4ns0mE",921,file,"-"
"Oct 26, 2022 @ 01:34:36.806",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/9.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.803",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/9.r4ns0mE","1,135",file,"-"
"Oct 26, 2022 @ 01:34:36.802",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/21.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.798",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/21.r4ns0mE","1,173",file,"-"
"Oct 26, 2022 @ 01:34:36.796",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/113.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.791",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/113.r4ns0mE",947,file,"-"
"Oct 26, 2022 @ 01:34:36.789",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/53.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.787",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/53.r4ns0mE","1,279",file,"-"
"Oct 26, 2022 @ 01:34:36.785",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/18.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.781",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/18.r4ns0mE","1,212",file,"-"
"Oct 26, 2022 @ 01:34:36.779",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/119.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.775",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/119.r4ns0mE","1,127",file,"-"
"Oct 26, 2022 @ 01:34:36.773",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/85.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.769",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/85.r4ns0mE",906,file,"-"
"Oct 26, 2022 @ 01:34:36.767",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/5.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.763",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/5.r4ns0mE",900,file,"-"
"Oct 26, 2022 @ 01:34:36.761",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/97.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.758",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/97.r4ns0mE","1,105",file,"-"
"Oct 26, 2022 @ 01:34:36.757",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/120.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.753",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/120.r4ns0mE","1,191",file,"-"
"Oct 26, 2022 @ 01:34:36.752",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/10.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.749",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/10.r4ns0mE",950,file,"-"
"Oct 26, 2022 @ 01:34:36.744",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/46.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.740",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/46.r4ns0mE",851,file,"-"
"Oct 26, 2022 @ 01:34:36.738",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/62.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.736",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/62.r4ns0mE","1,004",file,"-"
"Oct 26, 2022 @ 01:34:36.713",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/8.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.710",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/61.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.710",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/8.r4ns0mE",791,file,"-"
"Oct 26, 2022 @ 01:34:36.706",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/61.r4ns0mE","1,003",file,"-"
"Oct 26, 2022 @ 01:34:36.684",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/43.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.679",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/43.r4ns0mE","1,103",file,"-"
"Oct 26, 2022 @ 01:34:36.678",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/122.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.674",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/122.r4ns0mE","1,072",file,"-"
"Oct 26, 2022 @ 01:34:36.673",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/69.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.671",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/115.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.671",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/69.r4ns0mE",876,file,"-"
"Oct 26, 2022 @ 01:34:36.661",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/115.r4ns0mE",759,file,"-"
"Oct 26, 2022 @ 01:34:36.660",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/89.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.656",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/89.r4ns0mE",828,file,"-"
"Oct 26, 2022 @ 01:34:36.654",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/15.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.652",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/15.r4ns0mE","1,107",file,"-"
"Oct 26, 2022 @ 01:34:36.650",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/50.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.648",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/50.r4ns0mE","1,070",file,"-"
"Oct 26, 2022 @ 01:34:36.646",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/tree_plus.gif","-","-","-"
"Oct 26, 2022 @ 01:34:36.643",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/tree_plus.r4ns0mE",562,file,"-"
"Oct 26, 2022 @ 01:34:36.642",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/home_16.gif","-","-","-"
"Oct 26, 2022 @ 01:34:36.639",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/home_16.r4ns0mE",882,file,"-"
"Oct 26, 2022 @ 01:34:36.637",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/insert_between_pointer.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.633",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/insert_between_pointer.r4ns0mE",452,file,"-"
"Oct 26, 2022 @ 01:34:36.631",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/del_space_16.gif","-","-","-"
"Oct 26, 2022 @ 01:34:36.628",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/del_space_16.r4ns0mE",932,file,"-"
"Oct 26, 2022 @ 01:34:36.626",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/subtract_12.gif","-","-","-"
"Oct 26, 2022 @ 01:34:36.623",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/zoomi_16.gif","-","-","-"
"Oct 26, 2022 @ 01:34:36.620",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/zoomi_16.r4ns0mE",673,file,"-"
"Oct 26, 2022 @ 01:34:36.619",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/conflink.gif","-","-","-"
"Oct 26, 2022 @ 01:34:36.616",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/conflink.r4ns0mE",484,file,"-"
"Oct 26, 2022 @ 01:34:36.614",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/clock_16.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.608",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/delete_16.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.608",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/clock_16.r4ns0mE",992,file,"-"
"Oct 26, 2022 @ 01:34:36.596",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/delete_16.r4ns0mE",910,file,"-"
"Oct 26, 2022 @ 01:34:36.571",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/cd_16.gif","-","-","-"
"Oct 26, 2022 @ 01:34:36.565",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/cd_16.r4ns0mE","1,359",file,"-"
"Oct 26, 2022 @ 01:34:36.561",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/text_tree_16.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.559",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/text_tree_16.r4ns0mE",782,file,"-"
"Oct 26, 2022 @ 01:34:36.534",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/list_pages_16.gif","-","-","-"
"Oct 26, 2022 @ 01:34:36.523",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/list_pages_16.r4ns0mE",528,file,"-"
"Oct 26, 2022 @ 01:34:36.489",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/arrow_block_16.gif","-","-","-"
"Oct 26, 2022 @ 01:34:36.482",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/arrow_block_16.r4ns0mE",367,file,"-"
"Oct 26, 2022 @ 01:34:36.476",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/mail_content_16.gif","-","-","-"
"Oct 26, 2022 @ 01:34:36.472",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/mail_content_16.r4ns0mE",538,file,"-"
"Oct 26, 2022 @ 01:34:36.470",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/text_tree.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.466",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/text_tree.r4ns0mE","1,719",file,"-"
"Oct 26, 2022 @ 01:34:36.464",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/document_zoom_in_16.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.461",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/document_zoom_in_16.r4ns0mE",914,file,"-"
"Oct 26, 2022 @ 01:34:36.459",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/cart_16.gif","-","-","-"
"Oct 26, 2022 @ 01:34:36.456",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/cart_16.r4ns0mE",658,file,"-"
"Oct 26, 2022 @ 01:34:36.455",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/select_only_button.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.452",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/select_only_button.r4ns0mE",608,file,"-"
"Oct 26, 2022 @ 01:34:36.450",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/mail.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.447",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/mail.r4ns0mE","2,048",file,"-"
"Oct 26, 2022 @ 01:34:36.445",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/fav_on_16.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.442",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/fav_on_16.r4ns0mE",509,file,"-"
"Oct 26, 2022 @ 01:34:36.441",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/lgicn_16.gif","-","-","-"
"Oct 26, 2022 @ 01:34:36.438",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/lgicn_16.r4ns0mE",898,file,"-"
"Oct 26, 2022 @ 01:34:36.436",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/text_bold.gif","-","-","-"
"Oct 26, 2022 @ 01:34:36.433",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/text_bold.r4ns0mE",684,file,"-"
"Oct 26, 2022 @ 01:34:36.431",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/link_in_bot.gif","-","-","-"
"Oct 26, 2022 @ 01:34:36.429",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/link_in_bot.r4ns0mE",350,file,"-"
"Oct 26, 2022 @ 01:34:36.426",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/comment_16.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.424",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/phone_16.gif","-","-","-"
"Oct 26, 2022 @ 01:34:36.420",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/phone_16.r4ns0mE",900,file,"-"
"Oct 26, 2022 @ 01:34:36.418",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/tools_16.gif","-","-","-"
"Oct 26, 2022 @ 01:34:36.407",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/fav_off_16.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.401",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/fav_off_16.r4ns0mE",657,file,"-"
"Oct 26, 2022 @ 01:34:36.388",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/comment_16.gif","-","-","-"
"Oct 26, 2022 @ 01:34:36.379",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/comment_16.r4ns0mE",688,file,"-"
"Oct 26, 2022 @ 01:34:36.377",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/wiz_16.gif","-","-","-"
"Oct 26, 2022 @ 01:34:36.373",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/wiz_16.r4ns0mE",876,file,"-"
"Oct 26, 2022 @ 01:34:36.368",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/quotes.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.343",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/quotes.r4ns0mE",518,file,"-"
"Oct 26, 2022 @ 01:34:36.342",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/refresh_24.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.340",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/refresh_24.r4ns0mE","1,685",file,"-"
"Oct 26, 2022 @ 01:34:36.315",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/add_space_bw_16.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.312",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/add_space_bw_16.r4ns0mE",662,file,"-"
"Oct 26, 2022 @ 01:34:36.311",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/edit_20.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.308",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/edit_20.r4ns0mE",807,file,"-"
"Oct 26, 2022 @ 01:34:36.260",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/macrobrowser/excerpt-include.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.258",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/macrobrowser/excerpt-include.r4ns0mE",548,file,"-"
"Oct 26, 2022 @ 01:34:36.234",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/macrobrowser/gallery.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.230",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/macrobrowser/gallery.r4ns0mE",853,file,"-"
"Oct 26, 2022 @ 01:34:36.194",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/macrobrowser/html.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.191",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/macrobrowser/html.r4ns0mE",641,file,"-"
"Oct 26, 2022 @ 01:34:36.189",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/macrobrowser/search.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.186",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/macrobrowser/search.r4ns0mE",603,file,"-"
"Oct 26, 2022 @ 01:34:36.184",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/macrobrowser/columns.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.182",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/macrobrowser/columns.r4ns0mE",420,file,"-"
"Oct 26, 2022 @ 01:34:36.180",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/macrobrowser/content-by-user.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.176",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/macrobrowser/content-by-user.r4ns0mE",867,file,"-"
"Oct 26, 2022 @ 01:34:36.175",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/macrobrowser/quote.png","-","-","-"
"Oct 26, 2022 @ 01:34:36.169",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/macrobrowser/quote.r4ns0mE",886,file,"-"
