"@timestamp","source.ip","source.port","destination.ip","destination.port","bytes_out","bytes_in","network.transport","network.packets"
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39240,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39244,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39246,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39248,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39252,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39258,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39256,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39262,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39264,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39266,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39268,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39274,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39276,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39278,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39280,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39282,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39284,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39288,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39292,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39296,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39298,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39300,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39302,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39304,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39306,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39310,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39312,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39314,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39316,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39318,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39320,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",39322,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",33084,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",33096,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",33128,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",33136,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:40.004","172.17.0.3",33166,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39234,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39236,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39238,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39240,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39244,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39246,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39248,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39252,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39258,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39256,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39262,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39264,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39266,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39268,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39274,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39276,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39278,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39280,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39282,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39284,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39288,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39292,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39296,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39298,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39300,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39302,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39304,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39306,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39310,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39312,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39314,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39316,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39318,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39320,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",39322,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",33084,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",33096,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",33128,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",33136,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:30.006","172.17.0.3",33166,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39234,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39236,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39238,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39240,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39244,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39246,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39248,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39252,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39258,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39256,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39262,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39264,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39266,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39268,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39274,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39276,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39278,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39280,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39282,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39284,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39288,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39292,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39296,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39298,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39300,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39302,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39304,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39306,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39310,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39312,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39314,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39316,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39318,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39320,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",39322,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",33084,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",33096,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",33128,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",33136,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 00:50:20.010","172.17.0.3",33166,"169.254.169.254",443,56B,76B,tcp,2
