"@timestamp","file.type","file.path","event.type","file.mode","file.owner","file.extension"
"Oct 24, 2022 @ 23:13:58.500",file,"/home/resch/.scripts/CVE-2021-3156/Dockerfile",creation,0644,resch,"-"
"Oct 24, 2022 @ 23:13:57.841",file,"/home/resch/.scripts/CVE-2021-3156/.git/refs/heads/main",creation,0644,resch,"-"
"Oct 24, 2022 @ 23:13:57.105",file,"/home/resch/.scripts/CVE-2021-3156/.git/logs/refs/remotes/origin/HEAD",creation,0644,resch,"-"
"Oct 24, 2022 @ 23:13:56.718",file,"/home/resch/.scripts/CVE-2021-3156/.git/logs/refs/heads/main",creation,0644,resch,"-"
"Oct 24, 2022 @ 23:13:56.065",file,"/home/resch/.scripts/CVE-2021-3156/.git/logs/HEAD",creation,0644,resch,"-"
"Oct 24, 2022 @ 23:13:55.779",file,"/home/resch/.scripts/CVE-2021-3156/.git/refs/remotes/origin/HEAD",creation,0644,resch,"-"
"Oct 24, 2022 @ 23:13:55.291",file,"/home/resch/.scripts/CVE-2021-3156/.git/packed-refs",creation,0644,resch,"-"
"Oct 24, 2022 @ 23:13:55.054",file,"/home/resch/.scripts/CVE-2021-3156/.git/objects/52/0222f122e522c62c3d08ea4308c6b0ae18dd0b",creation,0444,resch,"-"
"Oct 24, 2022 @ 23:13:54.756",file,"/home/resch/.scripts/CVE-2021-3156/.git/objects/38/ff22cf6c19adb4963d827bfa37f4b547c2f471",creation,0444,resch,"-"
"Oct 24, 2022 @ 23:13:54.376",file,"/home/resch/.scripts/CVE-2021-3156/.git/objects/b2/4ab7468b2d8ae38f44b683d3a48565363085f2",creation,0444,resch,"-"
"Oct 24, 2022 @ 23:13:53.459",file,"/home/resch/.scripts/CVE-2021-3156/.git/objects/48/eeaa3760532c29c424c69237e7033f71c33e53",creation,0444,resch,"-"
"Oct 24, 2022 @ 23:13:53.147",file,"/home/resch/.scripts/CVE-2021-3156/.git/objects/50/ad10101c45265bedcf58c06a572414bde50b0a",creation,0444,resch,"-"
"Oct 24, 2022 @ 23:13:52.821",file,"/home/resch/.scripts/CVE-2021-3156/.git/objects/e0/7eaa8433f318698f92f7824044f9db428785a2",creation,0444,resch,"-"
"Oct 24, 2022 @ 23:13:52.562",file,"/home/resch/.scripts/CVE-2021-3156/.git/objects/45/a56e0606bfc82a751964c0dd17eefc01a423fc",creation,0444,resch,"-"
"Oct 24, 2022 @ 23:13:51.877",file,"/home/resch/.scripts/CVE-2021-3156/.git/objects/e8/fc3cf37f0a65156dd9a381846472e3dd11f6da",creation,0444,resch,"-"
"Oct 24, 2022 @ 23:13:51.692",file,"/home/resch/.scripts/CVE-2021-3156/.git/objects/e8/6046680a88e7579021058ed4647b8f08fe486e",creation,0444,resch,"-"
"Oct 24, 2022 @ 23:13:50.992",file,"/home/resch/.scripts/CVE-2021-3156/.git/objects/83/699ac455fb1288e2e6a8c1d1990379c7a448bf",creation,0444,resch,"-"
"Oct 24, 2022 @ 23:13:50.631",file,"/home/resch/.scripts/CVE-2021-3156/.git/objects/77/26dd3633a7125e3327727038dd64d641fdbf7b",creation,0444,resch,"-"
"Oct 24, 2022 @ 23:13:49.838",file,"/home/resch/.scripts/CVE-2021-3156/.git/objects/8e/11a21388c0d4653970d6b2d28f17f71d999318",creation,0444,resch,"-"
"Oct 24, 2022 @ 23:13:49.289",file,"/home/resch/.scripts/CVE-2021-3156/.git/objects/01/b5dd2aed94664325b09ef85d9cb49d65e96f14",creation,0444,resch,"-"
"Oct 24, 2022 @ 23:13:48.499",file,"/home/resch/.scripts/CVE-2021-3156/.git/config.lock",creation,0644,resch,lock
"Oct 24, 2022 @ 23:13:46.688",file,"/home/resch/.scripts/CVE-2021-3156/.git/config",creation,0644,resch,"-"
"Oct 24, 2022 @ 23:13:46.498",file,"/home/resch/.scripts/CVE-2021-3156/.git/HEAD",creation,0644,resch,"-"
"Oct 24, 2022 @ 23:13:46.061",file,"/home/resch/.scripts/CVE-2021-3156/.git/info/exclude",creation,0644,resch,"-"
"Oct 24, 2022 @ 23:13:45.628",file,"/home/resch/.scripts/CVE-2021-3156/.git/hooks/pre-rebase.sample",creation,0755,resch,sample
"Oct 24, 2022 @ 23:13:45.387",file,"/home/resch/.scripts/CVE-2021-3156/.git/hooks/post-update.sample",creation,0755,resch,sample
"Oct 24, 2022 @ 23:13:45.244",file,"/home/resch/.scripts/CVE-2021-3156/.git/hooks/commit-msg.sample",creation,0755,resch,sample
"Oct 24, 2022 @ 23:13:45.024",file,"/home/resch/.scripts/CVE-2021-3156/.git/hooks/prepare-commit-msg.sample",creation,0755,resch,sample
"Oct 24, 2022 @ 23:13:44.704",file,"/home/resch/.scripts/CVE-2021-3156/.git/hooks/pre-commit.sample",creation,0755,resch,sample
"Oct 24, 2022 @ 23:13:44.379",file,"/home/resch/.scripts/CVE-2021-3156/.git/hooks/applypatch-msg.sample",creation,0755,resch,sample
"Oct 24, 2022 @ 23:13:44.144",file,"/home/resch/.scripts/CVE-2021-3156/.git/hooks/pre-receive.sample",creation,0755,resch,sample
"Oct 24, 2022 @ 23:13:43.990",file,"/home/resch/.scripts/CVE-2021-3156/.git/hooks/pre-push.sample",creation,0755,resch,sample
"Oct 24, 2022 @ 23:13:43.785",file,"/home/resch/.scripts/CVE-2021-3156/.git/hooks/pre-applypatch.sample",creation,0755,resch,sample
"Oct 24, 2022 @ 23:13:43.703",file,"/home/resch/.scripts/CVE-2021-3156/.git/hooks/update.sample",creation,0755,resch,sample
"Oct 24, 2022 @ 23:13:43.630",file,"/home/resch/.scripts/CVE-2021-3156/.git/hooks/fsmonitor-watchman.sample",creation,0755,resch,sample
"Oct 24, 2022 @ 23:13:43.417",file,"/home/resch/.scripts/CVE-2021-3156/.git/description",creation,0644,resch,"-"
"Oct 24, 2022 @ 23:12:44.363",file,"/home/resch/.scripts/encrypt.py.1",creation,0644,resch,1
"Oct 24, 2022 @ 23:12:44.084",file,"/home/resch/.scripts/requirements.txt",creation,0644,resch,txt
"Oct 24, 2022 @ 23:12:42.766",file,"/home/resch/.scripts/attack_chain.sh",creation,0644,resch,sh
"Oct 24, 2022 @ 23:12:42.428",file,"/home/resch/.scripts/encrypt.py",creation,0644,resch,py
"Oct 24, 2022 @ 23:12:42.037",file,"/home/resch/.scripts/check.sh",creation,0644,resch,sh
"Oct 24, 2022 @ 23:12:41.671",file,"/home/resch/.scripts/exfiltration_target.sh",creation,0644,resch,sh
"Oct 24, 2022 @ 23:12:41.312",file,"/home/resch/.scripts/collectiontarget.sh",creation,0644,resch,sh
"Oct 24, 2022 @ 23:12:40.965",file,"/home/resch/.scripts/file_and_dir_discovery-stripped.sh",creation,0644,resch,sh
"Oct 24, 2022 @ 23:12:40.804",file,"/home/resch/.scripts/file_and_dir_discovery.sh",creation,0644,resch,sh
"Oct 24, 2022 @ 23:12:40.458",file,"/home/resch/.scripts/persistence2.sh",creation,0644,resch,sh
"Oct 24, 2022 @ 23:12:39.799",file,"/home/resch/.scripts/persistence1.sh",creation,0644,resch,sh
"Oct 24, 2022 @ 23:12:39.439",file,"/home/resch/.scripts/PEexploit.sh",creation,0644,resch,sh
"Oct 24, 2022 @ 23:11:59.835",file,"/home/resch/import_Scripts_and_PE.sh",creation,0644,resch,sh
"Oct 24, 2022 @ 23:06:48.731",file,"/home/resch/.scripts/encrypt.py.1",creation,0644,resch,1
"Oct 24, 2022 @ 23:06:48.573",file,"/home/resch/.scripts/requirements.txt",creation,0644,resch,txt
"Oct 24, 2022 @ 23:06:47.577",file,"/home/resch/.scripts/attack_chain.sh",creation,0755,resch,sh
"Oct 24, 2022 @ 23:06:47.460",file,"/home/resch/.scripts/encrypt.py",creation,0755,resch,py
"Oct 24, 2022 @ 23:06:47.313",file,"/home/resch/.scripts/check.sh",creation,0755,resch,sh
"Oct 24, 2022 @ 23:06:47.191",file,"/home/resch/.scripts/exfiltration_target.sh",creation,0755,resch,sh
"Oct 24, 2022 @ 23:06:47.059",file,"/home/resch/.scripts/collectiontarget.sh",creation,0755,resch,sh
"Oct 24, 2022 @ 23:06:46.934",file,"/home/resch/.scripts/file_and_dir_discovery-stripped.sh",creation,0644,resch,sh
"Oct 24, 2022 @ 23:06:46.773",file,"/home/resch/.scripts/file_and_dir_discovery.sh",creation,0644,resch,sh
"Oct 24, 2022 @ 23:06:46.665",file,"/home/resch/.scripts/persistence2.sh",creation,0644,resch,sh
"Oct 24, 2022 @ 23:06:46.527",file,"/home/resch/.scripts/persistence1.sh",creation,0644,resch,sh
"Oct 24, 2022 @ 23:06:46.465",file,"/home/resch/.scripts/PEexploit.sh",creation,0644,resch,sh
"Oct 24, 2022 @ 23:02:52.392",file,"/var/research/--checkpoint=1",creation,0644,resch,"-"
"Oct 24, 2022 @ 23:02:52.271",file,"/var/research/--checkpoint-action=exec=sh test.sh",creation,0644,resch,sh
"Oct 24, 2022 @ 23:02:52.172",file,"/var/research/test.sh",creation,0644,resch,sh
"Oct 24, 2022 @ 23:02:52.051",file,"/home/resch/.scripts/encrypt.py.1",creation,0644,resch,1
"Oct 24, 2022 @ 23:02:51.875",file,"/home/resch/.scripts/requirements.txt",creation,0644,resch,txt
"Oct 24, 2022 @ 23:02:50.967",file,"/home/resch/.scripts/attack_chain.sh",creation,0644,resch,sh
"Oct 24, 2022 @ 23:02:50.594",file,"/home/resch/.scripts/encrypt.py",creation,0644,resch,py
"Oct 24, 2022 @ 23:02:50.048",file,"/home/resch/.scripts/check.sh",creation,0644,resch,sh
"Oct 24, 2022 @ 23:02:48.838",file,"/home/resch/.scripts/exfiltration_target.sh",creation,0644,resch,sh
"Oct 24, 2022 @ 23:02:48.429",file,"/home/resch/.scripts/collectiontarget.sh",creation,0644,resch,sh
"Oct 24, 2022 @ 23:02:47.982",file,"/home/resch/.scripts/file_and_dir_discovery-stripped.sh",creation,0644,resch,sh
"Oct 24, 2022 @ 23:02:47.619",file,"/home/resch/.scripts/file_and_dir_discovery.sh",creation,0644,resch,sh
"Oct 24, 2022 @ 23:02:46.552",file,"/home/resch/.scripts/persistence2.sh",creation,0644,resch,sh
"Oct 24, 2022 @ 23:02:46.186",file,"/home/resch/.scripts/persistence1.sh",creation,0644,resch,sh
"Oct 24, 2022 @ 23:02:45.836",file,"/home/resch/.scripts/PEexploit.sh",creation,0644,resch,sh
"Oct 24, 2022 @ 23:02:30.575",file,"/home/resch/.wget-hsts",creation,0644,resch,"wget-hsts"
"Oct 24, 2022 @ 23:02:30.451",file,"/home/resch/import_Scripts_and_PE.sh",creation,0644,resch,sh
