@timestamp,error.message,event.module,event.type,file.ctime,file.extension,file.gid,file.owner,file.path,file.size,file.type,host.ip,
"Oct 25, 2022 @ 02:12:01.526",-,file_integrity,creation,"Oct 25, 2022 @ 02:12:01.507",target,0,root,/home/resch/destination/Maildir/new/1666635001.VceIa12bM678166.target,727,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 02:12:01.525",-,file_integrity,change,-,-,-,-,/home/resch/destination/Maildir/new/.1666635001.VceIa12bM678166.target.0Y5ZVZ,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 02:10:01.661",-,file_integrity,creation,"Oct 25, 2022 @ 02:10:01.640",target,0,root,/home/resch/destination/Maildir/new/1666634881.VceIba8dM821370.target,727,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 02:10:01.660",-,file_integrity,change,-,-,-,-,/home/resch/destination/Maildir/new/.1666634881.VceIba8dM821370.target.rtZixP,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 02:08:01.807",-,file_integrity,creation,"Oct 25, 2022 @ 02:08:01.794",target,0,root,/home/resch/destination/Maildir/new/1666634761.VceIcd14M939710.target,727,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 02:08:01.805",-,file_integrity,change,-,-,-,-,/home/resch/destination/Maildir/new/.1666634761.VceIcd14M939710.target.iDJ6DI,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 02:06:01.924",-,file_integrity,creation,"Oct 25, 2022 @ 02:06:01.907",target,0,root,/home/resch/destination/Maildir/new/1666634641.VceIccfbM937856.target,727,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 02:06:01.923",-,file_integrity,change,-,-,-,-,/home/resch/destination/Maildir/new/.1666634641.VceIccfbM937856.target.Hzcfry,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 02:04:01.925",-,file_integrity,creation,"Oct 25, 2022 @ 02:04:01.910",target,0,root,/home/resch/destination/Maildir/new/1666634521.VceIc986M74952.target,727,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 02:04:01.922",-,file_integrity,change,-,-,-,-,/home/resch/destination/Maildir/new/.1666634521.VceIc986M74952.target.711uAa,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 02:02:01.059",-,file_integrity,creation,"Oct 25, 2022 @ 02:02:01.042",target,0,root,/home/resch/destination/Maildir/new/1666634401.VceIccefM208307.target,727,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 02:02:01.057",-,file_integrity,change,-,-,-,-,/home/resch/destination/Maildir/new/.1666634401.VceIccefM208307.target.KVmLQO,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 02:00:01.194",-,file_integrity,change,-,-,-,-,/home/resch/destination/Maildir/new/.1666634282.VceIccf0M25395.target.W8StJE,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 02:00:01.194",-,file_integrity,creation,"Oct 25, 2022 @ 02:00:01.185",target,0,root,/home/resch/destination/Maildir/new/1666634282.VceIccf0M25395.target,727,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:58:02.001",-,file_integrity,creation,"Oct 25, 2022 @ 01:58:01.978",target,0,root,/home/resch/destination/Maildir/new/1666634162.VceIa1a4M92373.target,727,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:58:01.998",-,file_integrity,change,-,-,-,-,/home/resch/destination/Maildir/new/.1666634162.VceIa1a4M92373.target.snqgSk,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:49.150",-,file_integrity,deletion,-,-,-,-,/home/resch/.scripts/requirements.txt,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:49.143",-,file_integrity,creation,"Oct 25, 2022 @ 01:54:49.102",lock64,0,root,/home/resch/.scripts/requirements.lock64,72,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:49.140",-,file_integrity,deletion,-,-,-,-,/home/resch/.scripts/fndd-stripped.txt,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:49.136",-,file_integrity,creation,"Oct 25, 2022 @ 01:54:49.102",lock64,0,root,/home/resch/.scripts/fndd-stripped.lock64,"72,936",file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:49.132",-,file_integrity,deletion,-,-,-,-,/home/resch/.scripts/fndd.txt,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:49.127",-,file_integrity,creation,"Oct 25, 2022 @ 01:54:49.102",lock64,0,root,/home/resch/.scripts/fndd.lock64,"144,120",file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.600",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.489",jpg,1001,resch,/home/resch/destination/crying-cat-in-shower.jpg,"35,326",file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.598",-,file_integrity,change,-,-,-,-,/home/resch/destination/.crying-cat-in-shower.jpg.G9jgpI,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.597",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.465",png,1001,resch,/home/resch/destination/gudetama-1.png,"40,787",file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.595",-,file_integrity,change,-,-,-,-,/home/resch/destination/.gudetama-1.png.pPSROF,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.592",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.455",xlsx,1001,resch,/home/resch/destination/excel-sample-1.xlsx,"6,187",file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.591",-,file_integrity,change,-,-,-,-,/home/resch/destination/.excel-sample-1.xlsx.yfTAxF,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.589",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.455",xlsx,1001,resch,/home/resch/destination/3204lab-test-results-1.xlsx,"8,666",file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.587",-,file_integrity,change,-,-,-,-,/home/resch/destination/.3204lab-test-results-1.xlsx.7W4vpG,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.585",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.445",pdf,1001,resch,/home/resch/destination/[FORM] Code of Conduct ICT Legal 2019.pdf,"802,157",file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.583",-,file_integrity,change,-,-,-,-,/home/resch/destination/.[FORM] Code of Conduct ICT Legal 2019.pdf.SrubiC,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.581",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.445",png,1001,resch,/home/resch/destination/SIT_logo_2.png,"18,687",file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.580",-,file_integrity,change,-,-,-,-,/home/resch/destination/.SIT_logo_2.png.cUs3XC,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.578",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.435",txt,1001,resch,/home/resch/destination/3204_security_analytics.txt,51,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.576",-,file_integrity,change,-,-,-,-,/home/resch/destination/.3204_security_analytics.txt.XPZaFC,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.574",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.435",doc,1001,resch,/home/resch/destination/kill-me-now.doc,0,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.573",-,file_integrity,change,-,-,-,-,/home/resch/destination/.kill-me-now.doc.BguowD,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.571",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.425",docx,1001,resch,/home/resch/destination/random-word-doc-1.docx,0,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.570",-,file_integrity,change,-,-,-,-,/home/resch/destination/.random-word-doc-1.docx.di0jkD,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.568",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.425",jpeg,1001,resch,/home/resch/destination/witches.jpeg,"119,396",file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.567",-,file_integrity,change,-,-,-,-,/home/resch/destination/.witches.jpeg.Ptqz1C,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.565",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.415",pdf,1001,resch,/home/resch/destination/Details-of-Deliverable-1_ICT3203.pdf,"210,054",file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.564",-,file_integrity,change,-,-,-,-,/home/resch/destination/.Details-of-Deliverable-1_ICT3203.pdf.Nbj8GD,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.562",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.415",PNG,1001,resch,/home/resch/destination/birdfood.PNG,"1,310,594",file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.560",-,file_integrity,change,-,-,-,-,/home/resch/destination/.birdfood.PNG.Qalwxz,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.558",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.315",gitignore,0,root,/home/resch/destination/.gitignore,12,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.557",-,file_integrity,change,-,-,-,-,/home/resch/destination/.gitignore.klSuqs,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.546",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.305",-,0,root,/home/resch/destination/.git/refs/remotes/origin/HEAD,30,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.544",-,file_integrity,change,-,-,-,-,/home/resch/destination/.git/refs/remotes/origin/.HEAD.5rIMVd,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.542",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.305",-,0,root,/home/resch/destination/.git/refs/heads/main,41,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.541",-,file_integrity,change,-,-,-,-,/home/resch/destination/.git/refs/heads/.main.dBjC9g,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.539",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.305",-,0,root,/home/resch/destination/.git/logs/refs/remotes/origin/HEAD,"8,637",file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.537",-,file_integrity,change,-,-,-,-,/home/resch/destination/.git/logs/refs/remotes/origin/.HEAD.vANtnk,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.521",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.305",-,0,root,/home/resch/destination/.git/logs/refs/heads/main,"3,888",file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.519",-,file_integrity,change,-,-,-,-,/home/resch/destination/.git/logs/refs/heads/.main.XNmpBn,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.517",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.305",-,0,root,/home/resch/destination/.git/logs/HEAD,"3,888",file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.516",-,file_integrity,change,-,-,-,-,/home/resch/destination/.git/logs/.HEAD.TlFnPq,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.514",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.305",-,0,root,/home/resch/destination/.git/info/exclude,240,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.512",-,file_integrity,change,-,-,-,-,/home/resch/destination/.git/info/.exclude.dcPn3t,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.509",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.305",sample,0,root,/home/resch/destination/.git/hooks/update.sample,"3,650",file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.508",-,file_integrity,change,-,-,-,-,/home/resch/destination/.git/hooks/.update.sample.9lhphx,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.506",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.305",sample,0,root,/home/resch/destination/.git/hooks/prepare-commit-msg.sample,"1,492",file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.504",-,file_integrity,change,-,-,-,-,/home/resch/destination/.git/hooks/.prepare-commit-msg.sample.jRWrvA,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.502",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.305",sample,0,root,/home/resch/destination/.git/hooks/pre-receive.sample,544,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.500",-,file_integrity,change,-,-,-,-,/home/resch/destination/.git/hooks/.pre-receive.sample.nXOvJD,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.498",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.305",sample,0,root,/home/resch/destination/.git/hooks/pre-rebase.sample,"4,898",file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.497",-,file_integrity,change,-,-,-,-,/home/resch/destination/.git/hooks/.pre-rebase.sample.bS3AXG,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.494",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.305",sample,0,root,/home/resch/destination/.git/hooks/pre-push.sample,"1,374",file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.492",-,file_integrity,change,-,-,-,-,/home/resch/destination/.git/hooks/.pre-push.sample.bSLHbK,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.490",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.305",sample,0,root,/home/resch/destination/.git/hooks/pre-commit.sample,"1,643",file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.474",-,file_integrity,change,-,-,-,-,/home/resch/destination/.git/hooks/.pre-commit.sample.JkEPpN,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.472",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.305",sample,0,root,/home/resch/destination/.git/hooks/pre-applypatch.sample,424,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.470",-,file_integrity,change,-,-,-,-,/home/resch/destination/.git/hooks/.pre-applypatch.sample.B6PYDQ,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.468",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.305",sample,0,root,/home/resch/destination/.git/hooks/post-update.sample,189,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.467",-,file_integrity,change,-,-,-,-,/home/resch/destination/.git/hooks/.post-update.sample.jzBaST,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.465",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.305",sample,0,root,/home/resch/destination/.git/hooks/fsmonitor-watchman.sample,"4,655",file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.463",-,file_integrity,change,-,-,-,-,/home/resch/destination/.git/hooks/.fsmonitor-watchman.sample.LHyo6W,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.460",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.305",sample,0,root,/home/resch/destination/.git/hooks/commit-msg.sample,896,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.458",-,file_integrity,change,-,-,-,-,/home/resch/destination/.git/hooks/.commit-msg.sample.VWqEk0,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.456",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.305",sample,0,root,/home/resch/destination/.git/hooks/applypatch-msg.sample,478,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.454",-,file_integrity,change,-,-,-,-,/home/resch/destination/.git/hooks/.applypatch-msg.sample.PW2Wy3,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.440",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.245",-,0,root,/home/resch/destination/.git/refs/tags,-,dir,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.430",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.305",-,0,root,/home/resch/destination/.git/refs/remotes/origin,-,dir,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.417",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.245",-,0,root,/home/resch/destination/.git/refs/remotes,-,dir,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.406",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.305",-,0,root,/home/resch/destination/.git/refs/heads,-,dir,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.396",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.245",-,0,root,/home/resch/destination/.git/refs,-,dir,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.387",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.245",-,0,root,/home/resch/destination/.git/objects/pack,-,dir,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.376",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.245",-,0,root,/home/resch/destination/.git/objects/info,-,dir,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.366",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.225",-,0,root,/home/resch/destination/.git/objects/8e,-,dir,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.355",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.225",-,0,root,/home/resch/destination/.git/objects/77,-,dir,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.345",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.215",-,0,root,/home/resch/destination/.git/objects/52,-,dir,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.335",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.215",-,0,root,/home/resch/destination/.git/objects/50,-,dir,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.333",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.215",-,0,root,/home/resch/destination/.git/packed-refs,508,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.332",-,file_integrity,change,-,-,-,-,/home/resch/destination/.git/.packed-refs.NGNiN6,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.330",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.215",-,0,root,/home/resch/destination/.git/index,"5,318",file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.328",-,file_integrity,change,-,-,-,-,/home/resch/destination/.git/.index.1hBBja,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.326",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.215",-,0,root,/home/resch/destination/.git/description,73,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.325",-,file_integrity,change,-,-,-,-,/home/resch/destination/.git/.description.vV1VPd,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.323",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.215",-,0,root,/home/resch/destination/.git/config,351,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.322",-,file_integrity,change,-,-,-,-,/home/resch/destination/.git/.config.X0Khmh,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.311",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.215",-,0,root,/home/resch/destination/.git/objects/48,-,dir,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.310",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.215",-,0,root,/home/resch/destination/.git/HEAD,21,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.308",-,file_integrity,change,-,-,-,-,/home/resch/destination/.git/.HEAD.hU1ESk,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.296",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.195",-,0,root,/home/resch/destination/.git/objects/01,-,dir,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.284",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.195",-,0,root,/home/resch/destination/.git/objects,-,dir,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.273",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.195",-,0,root,/home/resch/destination/.git/logs/refs/remotes/origin,-,dir,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.261",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.195",-,0,root,/home/resch/destination/.git/logs/refs/remotes,-,dir,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.251",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.195",-,0,root,/home/resch/destination/.git/logs/refs/heads,-,dir,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.241",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.195",-,0,root,/home/resch/destination/.git/logs/refs,-,dir,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.228",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.195",-,0,root,/home/resch/destination/.git/logs,-,dir,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.217",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.195",-,0,root,/home/resch/destination/.git/info,-,dir,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:13.208",-,file_integrity,change,"Oct 25, 2022 @ 01:54:13.195",-,0,root,/home/resch/destination/.git/hooks,-,dir,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:12.615",-,file_integrity,change,-,-,-,-,/home/resch/destination/.build_hash.txt.QU87Fs,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:12.612",-,file_integrity,change,-,-,-,-,/home/resch/destination/.build_hash.txt.7mLSss,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:12.609",-,file_integrity,change,"Oct 25, 2022 @ 01:54:12.335",txt,0,root,/home/resch/destination/.build_hash.txt,41,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:12.608",-,file_integrity,change,-,-,-,-,/home/resch/destination/.build_hash.txt.dOKcnt,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:12.604",-,file_integrity,change,-,-,-,-,/home/resch/destination/.make-prerequisites.cO0Rkp,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:12.601",-,file_integrity,change,-,-,-,-,/home/resch/destination/.gitignore.axLSWo,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:12.599",-,file_integrity,change,"Oct 25, 2022 @ 01:54:12.315",make-prerequisites,0,root,/home/resch/destination/.make-prerequisites,0,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:12.597",-,file_integrity,change,-,-,-,-,/home/resch/destination/.make-prerequisites.OmKcTp,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:12.595",-,file_integrity,change,"Oct 25, 2022 @ 01:54:12.315",gitignore,0,root,/home/resch/destination/.gitignore,376,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:12.593",-,file_integrity,change,-,-,-,-,/home/resch/destination/.gitignore.FaKeDp,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:12.591",-,file_integrity,change,"Oct 25, 2022 @ 01:54:12.305",wget-hsts,0,root,/home/resch/destination/.wget-hsts,225,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:12.589",-,file_integrity,change,-,-,-,-,/home/resch/destination/.wget-hsts.yPDKsq,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:12.586",-,file_integrity,change,-,-,-,-,/home/resch/destination/.bashrc.TFUBZm,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:12.582",-,file_integrity,change,-,-,-,-,/home/resch/destination/.profile.ckS1Vn,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:12.580",-,file_integrity,change,"Oct 25, 2022 @ 01:54:12.265",bashrc,0,root,/home/resch/destination/.bashrc,"3,106",file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:12.579",-,file_integrity,change,-,-,-,-,/home/resch/destination/.bashrc.mYet6j,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:12.577",-,file_integrity,change,"Oct 25, 2022 @ 01:54:12.245",bash_logout,0,root,/home/resch/destination/.bash_logout,220,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:12.575",-,file_integrity,change,-,-,-,-,/home/resch/destination/.bash_logout.pMW80k,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:12.573",-,file_integrity,change,"Oct 25, 2022 @ 01:54:12.265",profile,0,root,/home/resch/destination/.profile,170,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:12.572",-,file_integrity,change,-,-,-,-,/home/resch/destination/.profile.8UDwNk,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:12.547",-,file_integrity,change,"Oct 25, 2022 @ 01:54:12.235",-,1001,resch,/home/resch/destination/.git/refs/remotes/origin/HEAD,30,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:12.545",-,file_integrity,change,-,-,-,-,/home/resch/destination/.git/refs/remotes/origin/.HEAD.9M4SG4,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:12.544",-,file_integrity,change,"Oct 25, 2022 @ 01:54:12.235",-,1001,resch,/home/resch/destination/.git/refs/heads/main,41,file,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:12.542",-,file_integrity,change,-,-,-,-,/home/resch/destination/.git/refs/heads/.main.L47tpb,-,-,"172.17.0.3, 172.18.0.2",
"Oct 25, 2022 @ 01:54:12.540",-,file_integrity,change,"Oct 25, 2022 @ 01:54:12.235",-,1001,resch,/home/resch/destination/.git/logs/refs/remotes/origin/HEAD,184,file,"172.17.0.3, 172.18.0.2",
